#GPU,GPU type,Calc type,Topology,Time,Performance
2,A100,RIMP2 Gradient, 1, 0.28545, 0.04323
2,A100,RIMP2 Gradient, 2, 0.828495, 0.1824
2,A100,RIMP2 Gradient, 3, 0.874258, 0.893
2,A100,RIMP2 Gradient, 4, 1.545866, 1.725
2,A100,RIMP2 Gradient, 5, 2.392411, 2.977
2,A100,RIMP2 Gradient, 6, 3.519656, 4.591
2,A100,RIMP2 Gradient, 7, 5.133388, 6.359
2,A100,RIMP2 Gradient, 8, 7.217977, 8.374
2,A100,RIMP2 Gradient, 9, 9.879839, 10.58
2,A100,RIMP2 Gradient, 10, 13.463197, 12.72
2,A100,RIMP2 Gradient, 11, 18.292048, 14.77
2,A100,RIMP2 Gradient, 12, 23.818332, 16.89
2,A100,RIMP2 Gradient, 13, 31.971793, 18.35
2,A100,RIMP2 Gradient, 14, 41.903457, 19.91
2,A100,RIMP2 Gradient, 15, 53.510314, 21.69
2,MI250,HF Energy, 1, 0.372535, 0.0003175
2,MI250,HF Energy, 2, 0.560539, 0.00126
2,MI250,HF Energy, 3, 0.648421, 0.00316
2,MI250,HF Energy, 4, 0.872987, 0.005143
2,MI250,HF Energy, 5, 1.11452, 0.007498
2,MI250,HF Energy, 6, 1.522024, 0.009183
2,MI250,HF Energy, 7, 1.933918, 0.01121
2,MI250,HF Energy, 8, 2.436697, 0.01305
2,MI250,HF Energy, 9, 3.154099, 0.01415
2,MI250,HF Energy, 10, 3.512357, 0.01724
2,MI250,HF Energy, 11, 4.080015, 0.01958
2,MI250,HF Energy, 12, 4.871801, 0.02112
2,MI250,HF Energy, 13, 5.579793, 0.0233
2,MI250,HF Energy, 14, 6.220542, 0.02595
2,MI250,HF Energy, 15, 7.051207, 0.02803
2,MI250,RIHF Energy, 1, 0.049154, 0.1509
2,MI250,RIHF Energy, 2, 0.143285, 0.5061
2,MI250,RIHF Energy, 3, 0.209839, 1.436
2,MI250,RIHF Energy, 4, 0.381976, 2.251
2,MI250,RIHF Energy, 5, 0.505956, 3.897
2,MI250,RIHF Energy, 6, 0.759836, 5.158
2,MI250,RIHF Energy, 7, 1.023628, 6.88
2,MI250,RIHF Energy, 8, 1.332798, 8.809
2,MI250,RIHF Energy, 9, 1.816631, 10.17
2,MI250,RIHF Energy, 10, 2.134103, 13.0
2,MI250,RIHF Energy, 11, 2.521794, 15.92
2,MI250,RIHF Energy, 12, 3.12113, 18.04
2,MI250,RIHF Energy, 13, 4.47843, 17.17
2,MI250,RIHF Gradient, 1, 0.140459, 0.05854
2,MI250,RIHF Gradient, 2, 0.247371, 0.3236
2,MI250,RIHF Gradient, 3, 0.335719, 0.9913
2,MI250,RIHF Gradient, 4, 0.517279, 1.836
2,MI250,RIHF Gradient, 5, 0.661712, 3.291
2,MI250,RIHF Gradient, 6, 0.931917, 4.644
2,MI250,RIHF Gradient, 7, 1.227333, 6.337
2,MI250,RIHF Gradient, 8, 1.587793, 8.166
2,MI250,RIHF Gradient, 9, 2.231485, 9.141
2,MI250,RIHF Gradient, 10, 2.620801, 11.69
2,MI250,RIHF Gradient, 11, 3.062051, 14.48
2,MI250,RIHF Gradient, 12, 3.755029, 16.56
2,MI250,RIHF Gradient, 13, 5.200552, 16.33
2,MI250,RIHF + RIMP2 Energy, 1, 0.055897, 0.1838
2,MI250,RIHF + RIMP2 Energy, 2, 0.160912, 0.6872
2,MI250,RIHF + RIMP2 Energy, 3, 0.252981, 2.002
2,MI250,RIHF + RIMP2 Energy, 4, 0.46381, 3.403
2,MI250,RIHF + RIMP2 Energy, 5, 0.674967, 5.814
2,MI250,RIHF + RIMP2 Energy, 6, 1.077849, 7.8
2,MI250,RIHF + RIMP2 Energy, 7, 1.582161, 10.24
2,MI250,RIHF + RIMP2 Energy, 8, 2.225208, 12.95
2,MI250,RIHF + RIMP2 Energy, 9, 3.358594, 14.35
2,MI250,RIHF + RIMP2 Energy, 10, 4.413701, 17.37
2,MI250,RIHF + RIMP2 Energy, 11, 5.325422, 20.81
2,MI250,RIHF + RIMP2 Energy, 12, 6.559308, 24.48
2,MI250,RIHF + RIMP2 Energy, 13, 10.847524, 20.47
2,MI250,RIHF + RIMP2 Gradient, 1, 0.136097, 0.209
2,MI250,RIHF + RIMP2 Gradient, 2, 0.333447, 0.9237
2,MI250,RIHF + RIMP2 Gradient, 3, 0.603707, 2.379
2,MI250,RIHF + RIMP2 Gradient, 4, 1.218841, 3.742
2,MI250,RIHF + RIMP2 Gradient, 5, 1.809443, 6.341
2,MI250,RIHF + RIMP2 Gradient, 6, 3.037689, 8.17
2,MI250,RIHF + RIMP2 Gradient, 7, 4.464698, 10.8
2,MI250,RIHF + RIMP2 Gradient, 8, 6.254199, 13.82
2,MI250,RIHF + RIMP2 Gradient, 9, 9.395307, 15.48
2,MI250,RIHF + RIMP2 Gradient, 10, 13.378134, 17.4
2,MI250,RIHF + RIMP2 Gradient, 11, 18.300396, 19.58
2,MI250,RIHF + RIMP2 Gradient, 12, 24.059855, 21.99
2,MI250,RIHF + RIMP2 Gradient, 13, 38.717627, 19.6
2,MI250,RIMP2 Energy, 1, 0.333188, 0.008932
2,MI250,RIMP2 Energy, 2, 0.493001, 0.07864
2,MI250,RIMP2 Energy, 3, 0.642482, 0.3224
2,MI250,RIMP2 Energy, 4, 0.945887, 0.7643
2,MI250,RIMP2 Energy, 5, 1.275859, 1.537
2,MI250,RIMP2 Energy, 6, 1.832773, 2.456
2,MI250,RIMP2 Energy, 7, 2.482071, 3.697
2,MI250,RIMP2 Energy, 8, 3.325489, 5.144
2,MI250,RIMP2 Energy, 9, 4.649462, 6.401
2,MI250,RIMP2 Energy, 10, 5.718695, 8.567
2,MI250,RIMP2 Energy, 11, 7.130936, 10.34
2,MI250,RIMP2 Energy, 12, 8.376451, 12.65
2,MI250,RIMP2 Energy, 13, 11.980179, 12.7
2,MI250,RIMP2 Energy, 14, 13.6746, 15.24
2,MI250,RIMP2 Energy, 15, 16.078456, 17.77
2,V100,HF Energy, 1, 0.104141, 0.001136
2,V100,HF Energy, 2, 0.196587, 0.003593
2,V100,HF Energy, 3, 0.363601, 0.005636
2,V100,HF Energy, 4, 0.606929, 0.007397
2,V100,HF Energy, 5, 0.884973, 0.009442
2,V100,HF Energy, 6, 1.212869, 0.01152
2,V100,HF Energy, 7, 1.629151, 0.01331
2,V100,HF Energy, 8, 2.107034, 0.01509
2,V100,HF Energy, 9, 2.577823, 0.01732
2,V100,HF Energy, 10, 3.107503, 0.01949
2,V100,HF Energy, 11, 3.73367, 0.02139
2,V100,HF Energy, 12, 4.397534, 0.0234
2,V100,HF Energy, 13, 5.146058, 0.02526
2,V100,HF Energy, 14, 5.94341, 0.02716
2,V100,HF Energy, 15, 6.799462, 0.02906
2,V100,HF Gradient, 1, 0.420621, 0.000285
2,V100,HF Gradient, 2, 0.341278, 0.002095
2,V100,HF Gradient, 3, 0.651652, 0.003183
2,V100,HF Gradient, 4, 1.07773, 0.004216999999999999
2,V100,HF Gradient, 5, 1.596051, 0.0053
2,V100,HF Gradient, 6, 2.201078, 0.006428
2,V100,HF Gradient, 7, 2.978833, 0.007367
2,V100,HF Gradient, 8, 3.795551, 0.008478999999999999
2,V100,HF Gradient, 9, 4.637642, 0.009744
2,V100,HF Gradient, 10, 5.5671, 0.01101
2,V100,HF Gradient, 11, 6.651099, 0.01216
2,V100,HF Gradient, 12, 7.851456, 0.01327
2,V100,HF Gradient, 13, 9.135219, 0.0144
2,V100,HF Gradient, 14, 10.497722, 0.01557
2,V100,HF Gradient, 15, 11.845867, 0.01689
2,V100,RIHF Energy, 1, 0.034585, 0.2144
2,V100,RIHF Energy, 2, 0.070381, 1.03
2,V100,RIHF Energy, 3, 0.124036, 2.43
2,V100,RIHF Energy, 4, 0.23198, 3.707
2,V100,RIHF Energy, 5, 0.390813, 5.045
2,V100,RIHF Energy, 6, 0.634046, 6.181
2,V100,RIHF Energy, 7, 0.978128, 7.2
2,V100,RIHF Energy, 8, 1.463796, 8.02
2,V100,RIHF Energy, 9, 2.236776, 8.257
2,V100,RIHF Energy, 10, 3.430495, 8.088
2,V100,RIHF Gradient, 1, 0.063935, 0.1286
2,V100,RIHF Gradient, 2, 0.114155, 0.7013
2,V100,RIHF Gradient, 3, 0.165655, 2.009
2,V100,RIHF Gradient, 4, 0.294043, 3.229
2,V100,RIHF Gradient, 5, 0.483202, 4.506
2,V100,RIHF Gradient, 6, 0.773157, 5.598
2,V100,RIHF Gradient, 7, 1.181337, 6.584
2,V100,RIHF Gradient, 8, 1.744715, 7.432
2,V100,RIHF Gradient, 9, 2.653269, 7.688
2,V100,RIHF Gradient, 10, 3.982386, 7.695
2,V100,RIHF + RIMP2 Energy, 1, 0.044426, 0.2313
2,V100,RIHF + RIMP2 Energy, 2, 0.102444, 1.079
2,V100,RIHF + RIMP2 Energy, 3, 0.198289, 2.554
2,V100,RIHF + RIMP2 Energy, 4, 0.406154, 3.886
2,V100,RIHF + RIMP2 Energy, 5, 0.779359, 5.036
2,V100,RIHF + RIMP2 Energy, 6, 1.429559, 5.881
2,V100,RIHF + RIMP2 Energy, 7, 2.704457, 5.989
2,V100,RIHF + RIMP2 Energy, 8, 4.524949, 6.368
2,V100,RIHF + RIMP2 Energy, 9, 6.39117, 7.169
2,V100,RIHF + RIMP2 Energy, 10, 10.1701, 6.94
2,V100,RIHF + RIMP2 Gradient, 1, 0.080564, 0.3531
2,V100,RIHF + RIMP2 Gradient, 2, 0.192156, 1.603
2,V100,RIHF + RIMP2 Gradient, 3, 0.419886, 3.42
2,V100,RIHF + RIMP2 Gradient, 4, 0.94599, 4.821
2,V100,RIHF + RIMP2 Gradient, 5, 1.883744, 6.091
2,V100,RIHF + RIMP2 Gradient, 6, 3.622832, 6.85
2,V100,RIHF + RIMP2 Gradient, 7, 6.664898, 7.234
2,V100,RIHF + RIMP2 Gradient, 8, 11.412073, 7.572
2,V100,RIHF + RIMP2 Gradient, 9, 19.766067, 7.392
2,V100,RIHF + RIMP2 Gradient, 10, 29.377869, 7.906
2,V100,RIMP2 Energy, 1, 0.10207, 0.02916
2,V100,RIMP2 Energy, 2, 0.226995, 0.1708
2,V100,RIMP2 Energy, 3, 0.42647, 0.4857
2,V100,RIMP2 Energy, 4, 0.767312, 0.9422
2,V100,RIMP2 Energy, 5, 1.270908, 1.543
2,V100,RIMP2 Energy, 6, 2.00529, 2.245
2,V100,RIMP2 Energy, 7, 3.342927, 2.745
2,V100,RIMP2 Energy, 8, 5.192557, 3.295
2,V100,RIMP2 Energy, 9, 6.528731, 4.417
2,V100,RIMP2 Energy, 10, 8.280509, 5.372
2,V100,RIMP2 Energy, 11, 11.824169, 5.712
2,V100,RIMP2 Energy, 12, 14.896525, 6.648
2,V100,RIMP2 Energy, 13, 19.739027, 7.125
2,V100,RIMP2 Energy, 14, 25.969647, 7.583
2,V100,RIMP2 Energy, 15, 34.931307, 7.73
2,V100,RIMP2 Gradient, 1, 0.495509, 0.0249
2,V100,RIMP2 Gradient, 2, 0.700282, 0.2158
2,V100,RIMP2 Gradient, 3, 1.450801, 0.5381
2,V100,RIMP2 Gradient, 4, 2.715018, 0.982
2,V100,RIMP2 Gradient, 5, 4.48075, 1.59
2,V100,RIMP2 Gradient, 6, 6.9606, 2.321
2,V100,RIMP2 Gradient, 7, 10.945233, 2.982
2,V100,RIMP2 Gradient, 8, 16.514357, 3.66
2,V100,RIMP2 Gradient, 9, 24.178448, 4.317
2,V100,RIMP2 Gradient, 10, 33.962256, 5.022
2,V100,RIMP2 Gradient, 11, 48.731086, 5.48
2,V100,RIMP2 Gradient, 12, 67.351506, 6.037
2,V100,RIMP2 Gradient, 13, 96.494993, 6.16
2,V100,RIMP2 Gradient, 14, 130.196334, 6.558
2,V100,RIMP2 Gradient, 15, 175.195299, 6.826
3,A100,HF Energy, 1, 0.090332, 0.00131
3,A100,HF Energy, 2, 0.137566, 0.005137
3,A100,HF Energy, 3, 0.192175, 0.01067
3,A100,HF Energy, 4, 0.303322, 0.0148
3,A100,HF Energy, 5, 0.440774, 0.01896
3,A100,HF Energy, 6, 0.577977, 0.02419
3,A100,HF Energy, 7, 0.769115, 0.02819
3,A100,HF Energy, 8, 0.986029, 0.03225
3,A100,HF Energy, 9, 1.18818, 0.03758
3,A100,HF Energy, 10, 1.416298, 0.04276
3,A100,HF Energy, 11, 1.673868, 0.04772
3,A100,HF Energy, 12, 1.969859, 0.05224
3,A100,HF Energy, 13, 2.282582, 0.05695
3,A100,HF Energy, 14, 2.616832, 0.0617
3,A100,HF Energy, 15, 2.978071, 0.06636
3,A100,HF Gradient, 1, 0.128435, 0.0009402
3,A100,HF Gradient, 2, 0.1891, 0.003805
3,A100,HF Gradient, 3, 0.296189, 0.007047
3,A100,HF Gradient, 4, 0.462356, 0.009891
3,A100,HF Gradient, 5, 0.665326, 0.01279
3,A100,HF Gradient, 6, 0.921546, 0.01545
3,A100,HF Gradient, 7, 1.233796, 0.0179
3,A100,HF Gradient, 8, 1.531971, 0.02114
3,A100,HF Gradient, 9, 1.853654, 0.02453
3,A100,HF Gradient, 10, 2.204335, 0.02798
3,A100,HF Gradient, 11, 2.606071, 0.03122
3,A100,HF Gradient, 12, 3.067492, 0.03417
3,A100,HF Gradient, 13, 3.556497, 0.03723
3,A100,HF Gradient, 14, 4.054722, 0.04055
3,A100,HF Gradient, 15, 4.587856, 0.04387
3,A100,RIHF Energy, 1, 0.032822, 0.226
3,A100,RIHF Energy, 2, 0.057218, 1.267
3,A100,RIHF Energy, 3, 0.082176, 3.668
3,A100,RIHF Energy, 4, 0.12629, 6.809
3,A100,RIHF Energy, 5, 0.183108, 10.77
3,A100,RIHF Energy, 6, 0.285048, 13.75
3,A100,RIHF Energy, 7, 0.390987, 18.01
3,A100,RIHF Energy, 8, 0.530966, 22.11
3,A100,RIHF Energy, 9, 0.712652, 25.92
3,A100,RIHF Energy, 10, 0.984592, 28.18
3,A100,RIHF Energy, 11, 1.291725, 31.08
3,A100,RIHF Energy, 12, 1.657081, 33.97
3,A100,RIHF Energy, 13, 2.158042, 35.63
3,A100,RIHF Energy, 14, 2.775679, 36.99
3,A100,RIHF Energy, 15, 3.370129, 39.9
3,A100,RIHF Gradient, 1, 0.082946, 0.1008
3,A100,RIHF Gradient, 2, 0.089893, 0.9047
3,A100,RIHF Gradient, 3, 0.110933, 3.048
3,A100,RIHF Gradient, 4, 0.161646, 5.968
3,A100,RIHF Gradient, 5, 0.230677, 9.59
3,A100,RIHF Gradient, 6, 0.341741, 12.87
3,A100,RIHF Gradient, 7, 0.465288, 16.98
3,A100,RIHF Gradient, 8, 0.636481, 20.7
3,A100,RIHF Gradient, 9, 0.853325, 24.29
3,A100,RIHF Gradient, 10, 1.163688, 26.75
3,A100,RIHF Gradient, 11, 1.508068, 29.87
3,A100,RIHF Gradient, 12, 1.939635, 32.57
3,A100,RIHF Gradient, 13, 2.508602, 34.39
3,A100,RIHF Gradient, 14, 3.225543, 35.72
3,A100,RIHF Gradient, 15, 3.913082, 38.56
3,A100,RIHF + RIMP2 Energy, 1, 0.036846, 0.2742
3,A100,RIHF + RIMP2 Energy, 2, 0.0656, 1.642
3,A100,RIHF + RIMP2 Energy, 3, 0.100382, 4.876
3,A100,RIHF + RIMP2 Energy, 4, 0.165306, 9.165
3,A100,RIHF + RIMP2 Energy, 5, 0.258924, 14.47
3,A100,RIHF + RIMP2 Energy, 6, 0.426075, 18.74
3,A100,RIHF + RIMP2 Energy, 7, 0.640105, 23.92
3,A100,RIHF + RIMP2 Energy, 8, 0.957447, 28.35
3,A100,RIHF + RIMP2 Energy, 9, 1.40382, 32.23
3,A100,RIHF + RIMP2 Energy, 10, 2.072575, 34.63
3,A100,RIHF + RIMP2 Energy, 11, 2.903196, 37.67
3,A100,RIHF + RIMP2 Energy, 12, 4.045601, 39.82
3,A100,RIHF + RIMP2 Energy, 13, 5.500165, 41.8
3,A100,RIHF + RIMP2 Energy, 14, 7.463987, 41.6
3,A100,RIHF + RIMP2 Energy, 15, 9.943311, 41.82
3,A100,RIHF + RIMP2 Gradient, 1, 0.102868, 0.2925
3,A100,RIHF + RIMP2 Gradient, 2, 0.130892, 2.496
3,A100,RIHF + RIMP2 Gradient, 3, 0.19563, 7.713
3,A100,RIHF + RIMP2 Gradient, 4, 0.3558, 13.36
3,A100,RIHF + RIMP2 Gradient, 5, 0.598542, 19.85
3,A100,RIHF + RIMP2 Gradient, 6, 1.024048, 24.95
3,A100,RIHF + RIMP2 Gradient, 7, 1.696867, 29.12
3,A100,RIHF + RIMP2 Gradient, 8, 2.669887, 33.04
3,A100,RIHF + RIMP2 Gradient, 9, 4.147231, 35.67
3,A100,RIHF + RIMP2 Gradient, 10, 6.431061, 36.7
3,A100,RIHF + RIMP2 Gradient, 11, 9.216699, 39.21
3,A100,RIHF + RIMP2 Gradient, 12, 12.992843, 41.16
3,A100,RIHF + RIMP2 Gradient, 13, 18.366687, 41.84
3,A100,RIHF + RIMP2 Gradient, 14, 26.080259, 41.48
3,A100,RIHF + RIMP2 Gradient, 15, 34.023541, 43.56
3,A100,RIMP2 Energy, 1, 0.093218, 0.03009
3,A100,RIMP2 Energy, 2, 0.139381, 0.2577
3,A100,RIMP2 Energy, 3, 0.211532, 0.8987
3,A100,RIMP2 Energy, 4, 0.34293, 1.923
3,A100,RIMP2 Energy, 5, 0.51582, 3.455
3,A100,RIMP2 Energy, 6, 0.718773, 5.674
3,A100,RIMP2 Energy, 7, 1.015751, 8.165
3,A100,RIMP2 Energy, 8, 1.399623, 11.03
3,A100,RIMP2 Energy, 9, 1.879655, 14.27
3,A100,RIMP2 Energy, 10, 2.519897, 17.5
3,A100,RIMP2 Energy, 11, 3.286213, 21.09
3,A100,RIMP2 Energy, 12, 4.33601, 24.19
3,A100,RIMP2 Energy, 13, 5.67256, 27.12
3,A100,RIMP2 Energy, 14, 7.2568, 29.61
3,A100,RIMP2 Energy, 15, 9.326861, 31.06
3,A100,RIMP2 Gradient, 1, 0.314683, 0.041
3,A100,RIMP2 Gradient, 2, 0.390358, 0.4083
3,A100,RIMP2 Gradient, 3, 0.678395, 1.193
3,A100,RIMP2 Gradient, 4, 1.124033, 2.429
3,A100,RIMP2 Gradient, 5, 1.691241, 4.277
3,A100,RIMP2 Gradient, 6, 2.451339, 6.653
3,A100,RIMP2 Gradient, 7, 3.530477, 9.288
3,A100,RIMP2 Gradient, 8, 5.008569, 12.07
3,A100,RIMP2 Gradient, 9, 6.769398, 15.41
3,A100,RIMP2 Gradient, 10, 9.257924, 18.41
3,A100,RIMP2 Gradient, 11, 12.274395, 21.71
3,A100,RIMP2 Gradient, 12, 16.104781, 24.93
3,A100,RIMP2 Gradient, 13, 21.593557, 27.16
3,A100,RIMP2 Gradient, 14, 28.993115, 28.79
3,A100,RIMP2 Gradient, 15, 36.416635, 31.88
3,MI250,HF Energy, 1, 0.277813, 0.000426
3,MI250,HF Energy, 2, 0.447538, 0.001579
3,MI250,HF Energy, 3, 0.49748, 0.00412
3,MI250,HF Energy, 4, 0.66761, 0.006726
3,MI250,HF Energy, 5, 0.854913, 0.009776
3,MI250,HF Energy, 6, 1.161459, 0.01204
3,MI250,HF Energy, 7, 1.473686, 0.01471
3,MI250,HF Energy, 8, 1.854112, 0.01715
3,MI250,HF Energy, 9, 2.384173, 0.01873
3,MI250,HF Energy, 10, 2.63417, 0.02299
3,MI250,HF Energy, 11, 3.06314, 0.02608
3,MI250,HF Energy, 12, 3.637937, 0.02829
3,MI250,HF Energy, 13, 4.167165, 0.03119
3,MI250,HF Energy, 14, 4.651164, 0.03471
3,MI250,HF Energy, 15, 5.274042, 0.03747
3,MI250,RIHF Energy, 1, 0.047415, 0.1564
3,MI250,RIHF Energy, 2, 0.141879, 0.5111
3,MI250,RIHF Energy, 3, 0.197416, 1.527
3,MI250,RIHF Energy, 4, 0.322928, 2.663
3,MI250,RIHF Energy, 5, 0.494294, 3.989
3,MI250,RIHF Energy, 6, 0.665045, 5.893
3,MI250,RIHF Energy, 7, 0.874327, 8.055
3,MI250,RIHF Energy, 8, 1.121715, 10.47
3,MI250,RIHF Energy, 9, 1.521982, 12.14
3,MI250,RIHF Energy, 10, 1.722228, 16.11
3,MI250,RIHF Energy, 11, 2.198013, 18.26
3,MI250,RIHF Energy, 12, 2.86832, 19.63
3,MI250,RIHF Energy, 13, 3.061361, 25.12
3,MI250,RIHF Energy, 14, 3.732694, 27.51
3,MI250,RIHF Energy, 15, 5.621393, 23.92
3,MI250,RIHF Gradient, 1, 0.124261, 0.06726000000000001
3,MI250,RIHF Gradient, 2, 0.243071, 0.3346
3,MI250,RIHF Gradient, 3, 0.312096, 1.083
3,MI250,RIHF Gradient, 4, 0.439721, 2.194
3,MI250,RIHF Gradient, 5, 0.637924, 3.468
3,MI250,RIHF Gradient, 6, 0.839168, 5.24
3,MI250,RIHF Gradient, 7, 1.080432, 7.313
3,MI250,RIHF Gradient, 8, 1.376875, 9.567
3,MI250,RIHF Gradient, 9, 1.908129, 10.86
3,MI250,RIHF Gradient, 10, 2.171418, 14.34
3,MI250,RIHF Gradient, 11, 2.727879, 16.51
3,MI250,RIHF Gradient, 12, 3.491309, 18.09
3,MI250,RIHF Gradient, 13, 3.750824, 23.0
3,MI250,RIHF Gradient, 14, 4.531355, 25.42
3,MI250,RIHF Gradient, 15, 6.352389, 23.75
3,MI250,RIHF + RIMP2 Energy, 1, 0.056971, 0.1773
3,MI250,RIHF + RIMP2 Energy, 2, 0.169233, 0.6366
3,MI250,RIHF + RIMP2 Energy, 3, 0.239307, 2.045
3,MI250,RIHF + RIMP2 Energy, 4, 0.394606, 3.839
3,MI250,RIHF + RIMP2 Energy, 5, 0.61802, 6.06
3,MI250,RIHF + RIMP2 Energy, 6, 0.878053, 9.092
3,MI250,RIHF + RIMP2 Energy, 7, 1.220846, 12.54
3,MI250,RIHF + RIMP2 Energy, 8, 1.674183, 16.21
3,MI250,RIHF + RIMP2 Energy, 9, 2.383732, 18.98
3,MI250,RIHF + RIMP2 Energy, 10, 3.014942, 23.81
3,MI250,RIHF + RIMP2 Energy, 11, 4.217482, 25.93
3,MI250,RIHF + RIMP2 Energy, 12, 5.477976, 29.41
3,MI250,RIHF + RIMP2 Energy, 13, 7.943201, 28.12
3,MI250,RIHF + RIMP2 Energy, 14, 9.170786, 33.37
3,MI250,RIHF + RIMP2 Energy, 15, 11.975293, 34.26
3,MI250,RIHF + RIMP2 Gradient, 1, 0.129965, 0.2315
3,MI250,RIHF + RIMP2 Gradient, 2, 0.313094, 1.044
3,MI250,RIHF + RIMP2 Gradient, 3, 0.527491, 2.861
3,MI250,RIHF + RIMP2 Gradient, 4, 0.945104, 5.028
3,MI250,RIHF + RIMP2 Gradient, 5, 1.756144, 6.764
3,MI250,RIHF + RIMP2 Gradient, 6, 2.399835, 10.65
3,MI250,RIHF + RIMP2 Gradient, 7, 3.824482, 12.92
3,MI250,RIHF + RIMP2 Gradient, 8, 5.117035, 17.24
3,MI250,RIHF + RIMP2 Gradient, 9, 7.115591, 20.79
3,MI250,RIHF + RIMP2 Gradient, 10, 9.729569, 24.26
3,MI250,RIHF + RIMP2 Gradient, 11, 13.735008, 26.31
3,MI250,RIHF + RIMP2 Gradient, 12, 19.011363, 28.13
3,MI250,RIHF + RIMP2 Gradient, 13, 26.130653, 29.6
3,MI250,RIHF + RIMP2 Gradient, 14, 32.331744, 33.51
3,MI250,RIHF + RIMP2 Gradient, 15, 46.503921, 31.89
3,MI250,RIMP2 Energy, 1, 0.237116, 0.01183
3,MI250,RIMP2 Energy, 2, 0.376649, 0.09536
3,MI250,RIMP2 Energy, 3, 0.489906, 0.388
3,MI250,RIMP2 Energy, 4, 0.711856, 0.9265
3,MI250,RIMP2 Energy, 5, 0.966712, 1.843
3,MI250,RIMP2 Energy, 6, 1.365699, 2.986
3,MI250,RIMP2 Energy, 7, 1.810588, 4.58
3,MI250,RIMP2 Energy, 8, 2.383054, 6.477
3,MI250,RIMP2 Energy, 9, 3.224549, 8.316
3,MI250,RIMP2 Energy, 10, 3.837253, 11.49
3,MI250,RIMP2 Energy, 11, 4.976884, 13.92
3,MI250,RIMP2 Energy, 12, 6.193859, 16.94
3,MI250,RIMP2 Energy, 13, 8.4834, 17.94
3,MI250,RIMP2 Energy, 14, 10.017115, 20.81
3,MI250,RIMP2 Energy, 15, 12.385993, 23.07
3,V100,HF Energy, 1, 0.09572, 0.001236
3,V100,HF Energy, 2, 0.154748, 0.004567
3,V100,HF Energy, 3, 0.270994, 0.007564
3,V100,HF Energy, 4, 0.434894, 0.01033
3,V100,HF Energy, 5, 0.635728, 0.01315
3,V100,HF Energy, 6, 0.888903, 0.01573
3,V100,HF Energy, 7, 1.177493, 0.01841
3,V100,HF Energy, 8, 1.509517, 0.02106
3,V100,HF Energy, 9, 1.812919, 0.02463
3,V100,HF Energy, 10, 2.182776, 0.02775
3,V100,HF Energy, 11, 2.614758, 0.03055
3,V100,HF Energy, 12, 3.080561, 0.033409999999999995
3,V100,HF Energy, 13, 3.59841, 0.03613
3,V100,HF Energy, 14, 4.15352, 0.03887
3,V100,HF Energy, 15, 4.762873, 0.04149
3,V100,HF Gradient, 1, 0.328759, 0.0003673
3,V100,HF Gradient, 2, 0.261329, 0.002753
3,V100,HF Gradient, 3, 0.638503, 0.003269
3,V100,HF Gradient, 4, 0.760302, 0.006015
3,V100,HF Gradient, 5, 1.117226, 0.007618
3,V100,HF Gradient, 6, 1.548266, 0.009195
3,V100,HF Gradient, 7, 2.082654, 0.0106
3,V100,HF Gradient, 8, 2.652373, 0.01221
3,V100,HF Gradient, 9, 3.184411, 0.01428
3,V100,HF Gradient, 10, 3.82489, 0.01613
3,V100,HF Gradient, 11, 4.560369, 0.01784
3,V100,HF Gradient, 12, 5.376572, 0.01949
3,V100,HF Gradient, 13, 6.2573, 0.02116
3,V100,HF Gradient, 14, 7.183043, 0.02289
3,V100,HF Gradient, 15, 8.119703, 0.02479
3,V100,RIHF Energy, 1, 0.040292, 0.1841
3,V100,RIHF Energy, 2, 0.067239, 1.078
3,V100,RIHF Energy, 3, 0.115129, 2.618
3,V100,RIHF Energy, 4, 0.201724, 4.263
3,V100,RIHF Energy, 5, 0.324779, 6.071
3,V100,RIHF Energy, 6, 0.50798, 7.715
3,V100,RIHF Energy, 7, 0.763486, 9.224
3,V100,RIHF Energy, 8, 1.092215, 10.75
3,V100,RIHF Energy, 9, 1.637935, 11.28
3,V100,RIHF Energy, 10, 2.380074, 11.66
3,V100,RIHF Energy, 11, 3.199486, 12.55
3,V100,RIHF Gradient, 1, 0.062709, 0.1333
3,V100,RIHF Gradient, 2, 0.096791, 0.8402
3,V100,RIHF Gradient, 3, 0.152068, 2.223
3,V100,RIHF Gradient, 4, 0.252706, 3.817
3,V100,RIHF Gradient, 5, 0.398583, 5.55
3,V100,RIHF Gradient, 6, 0.612627, 7.177
3,V100,RIHF Gradient, 7, 0.913944, 8.645
3,V100,RIHF Gradient, 8, 1.293523, 10.18
3,V100,RIHF Gradient, 9, 1.936638, 10.7
3,V100,RIHF Gradient, 10, 2.770861, 11.24
3,V100,RIHF Gradient, 11, 3.727544, 12.08
3,V100,RIHF + RIMP2 Energy, 1, 0.040465, 0.2497
3,V100,RIHF + RIMP2 Energy, 2, 0.085802, 1.256
3,V100,RIHF + RIMP2 Energy, 3, 0.165446, 2.958
3,V100,RIHF + RIMP2 Energy, 4, 0.309459, 4.896
3,V100,RIHF + RIMP2 Energy, 5, 0.539282, 6.945
3,V100,RIHF + RIMP2 Energy, 6, 0.938715, 8.505
3,V100,RIHF + RIMP2 Energy, 7, 1.632344, 9.382
3,V100,RIHF + RIMP2 Energy, 8, 2.646712, 10.26
