#GPU,GPU type,Calc type,Topology,Time,Performance
3,V100,RIHF + RIMP2 Energy, 9, 4.289423, 10.55
3,V100,RIHF + RIMP2 Energy, 10, 6.569614, 10.93
3,V100,RIHF + RIMP2 Energy, 11, 10.064176, 10.49
3,V100,RIHF + RIMP2 Gradient, 1, 0.072923, 0.4126
3,V100,RIHF + RIMP2 Gradient, 2, 0.174624, 1.871
3,V100,RIHF + RIMP2 Gradient, 3, 0.358949, 4.204
3,V100,RIHF + RIMP2 Gradient, 4, 0.733586, 6.477
3,V100,RIHF + RIMP2 Gradient, 5, 1.371635, 8.66
3,V100,RIHF + RIMP2 Gradient, 6, 2.556541, 9.995
3,V100,RIHF + RIMP2 Gradient, 7, 4.47327, 11.05
3,V100,RIHF + RIMP2 Gradient, 8, 7.728182, 11.41
3,V100,RIHF + RIMP2 Gradient, 9, 13.027466, 11.36
3,V100,RIHF + RIMP2 Gradient, 10, 20.051125, 11.77
3,V100,RIHF + RIMP2 Gradient, 11, 30.506918, 11.89
3,V100,RIMP2 Energy, 1, 0.098312, 0.02853
3,V100,RIMP2 Energy, 2, 0.171556, 0.2094
3,V100,RIMP2 Energy, 3, 0.314837, 0.6038
3,V100,RIMP2 Energy, 4, 0.543394, 1.214
3,V100,RIMP2 Energy, 5, 0.852546, 2.09
3,V100,RIMP2 Energy, 6, 1.322604, 3.084
3,V100,RIMP2 Energy, 7, 2.075651, 3.996
3,V100,RIMP2 Energy, 8, 3.079085, 5.013
3,V100,RIMP2 Energy, 9, 4.462064, 6.01
3,V100,RIMP2 Energy, 10, 6.378287, 6.913
3,V100,RIMP2 Energy, 11, 7.430552, 9.09
3,V100,RIMP2 Energy, 12, 10.995101, 9.007
3,V100,RIMP2 Energy, 13, 13.509917, 10.41
3,V100,RIMP2 Energy, 14, 18.438206, 10.68
3,V100,RIMP2 Energy, 15, 23.689836, 11.4
3,V100,RIMP2 Gradient, 1, 0.261851, 0.04927
3,V100,RIMP2 Gradient, 2, 0.704418, 0.2263
3,V100,RIMP2 Gradient, 3, 1.168221, 0.6928
3,V100,RIMP2 Gradient, 4, 1.918023, 1.423
3,V100,RIMP2 Gradient, 5, 3.101863, 2.332
3,V100,RIMP2 Gradient, 6, 4.791846, 3.403
3,V100,RIMP2 Gradient, 7, 7.358057, 4.457
3,V100,RIMP2 Gradient, 8, 11.057367, 5.469
3,V100,RIMP2 Gradient, 9, 16.231634, 6.425
3,V100,RIMP2 Gradient, 10, 22.991337, 7.411
3,V100,RIMP2 Gradient, 11, 32.885077, 8.125
3,V100,RIMP2 Gradient, 12, 45.290767, 8.982
3,V100,RIMP2 Gradient, 13, 65.281065, 9.109
3,V100,RIMP2 Gradient, 14, 87.545092, 9.756
3,V100,RIMP2 Gradient, 15, 117.856415, 10.15
4,A100,HF Energy, 1, 0.092571, 0.001279
4,A100,HF Energy, 2, 0.129697, 0.005451
4,A100,HF Energy, 3, 0.167103, 0.01227
4,A100,HF Energy, 4, 0.25236, 0.0178
4,A100,HF Energy, 5, 0.365553, 0.02287
4,A100,HF Energy, 6, 0.475522, 0.0294
4,A100,HF Energy, 7, 0.628595, 0.0345
4,A100,HF Energy, 8, 0.797657, 0.03986
4,A100,HF Energy, 9, 0.958776, 0.04657
4,A100,HF Energy, 10, 1.131835, 0.05351
4,A100,HF Energy, 11, 1.336929, 0.05975
4,A100,HF Energy, 12, 1.571277, 0.0655
4,A100,HF Energy, 13, 1.813412, 0.07169
4,A100,HF Energy, 14, 2.087883, 0.07734
4,A100,HF Energy, 15, 2.364622, 0.08358
4,A100,HF Gradient, 1, 0.155201, 0.0007837
4,A100,HF Gradient, 2, 0.604529, 0.001198
4,A100,HF Gradient, 3, 0.268509, 0.007822
4,A100,HF Gradient, 4, 0.3884, 0.01185
4,A100,HF Gradient, 5, 0.542305, 0.01579
4,A100,HF Gradient, 6, 0.713518, 0.02007
4,A100,HF Gradient, 7, 0.971379, 0.02287
4,A100,HF Gradient, 8, 1.215201, 0.02681
4,A100,HF Gradient, 9, 1.470837, 0.0311
4,A100,HF Gradient, 10, 1.728034, 0.03591
4,A100,HF Gradient, 11, 2.041632, 0.04009
4,A100,HF Gradient, 12, 2.389401, 0.04413
4,A100,HF Gradient, 13, 2.783132, 0.04786
4,A100,HF Gradient, 14, 3.171624, 0.05216
4,A100,HF Gradient, 15, 3.564466, 0.05681
4,A100,RIHF Energy, 1, 0.032851, 0.2258
4,A100,RIHF Energy, 2, 0.057921, 1.252
4,A100,RIHF Energy, 3, 0.086552, 3.482
4,A100,RIHF Energy, 4, 0.123234, 6.978
4,A100,RIHF Energy, 5, 0.179467, 10.99
4,A100,RIHF Energy, 6, 0.259121, 15.12
4,A100,RIHF Energy, 7, 0.368218, 19.13
4,A100,RIHF Energy, 8, 0.484809, 24.22
4,A100,RIHF Energy, 9, 0.636449, 29.02
4,A100,RIHF Energy, 10, 0.862306, 32.18
4,A100,RIHF Energy, 11, 1.098355, 36.55
4,A100,RIHF Energy, 12, 1.375849, 40.92
4,A100,RIHF Energy, 13, 1.779589, 43.2
4,A100,RIHF Energy, 14, 2.253967, 45.55
4,A100,RIHF Energy, 15, 2.735394, 49.15
4,A100,RIHF Gradient, 1, 0.081455, 0.1043
4,A100,RIHF Gradient, 2, 0.095343, 0.8663
4,A100,RIHF Gradient, 3, 0.107797, 3.185
4,A100,RIHF Gradient, 4, 0.156162, 6.274
4,A100,RIHF Gradient, 5, 0.223426, 10.06
4,A100,RIHF Gradient, 6, 0.310663, 14.38
4,A100,RIHF Gradient, 7, 0.428571, 18.73
4,A100,RIHF Gradient, 8, 0.572687, 23.36
4,A100,RIHF Gradient, 9, 0.766564, 27.46
4,A100,RIHF Gradient, 10, 1.021872, 30.95
4,A100,RIHF Gradient, 11, 1.293115, 35.38
4,A100,RIHF Gradient, 12, 1.611316, 39.82
4,A100,RIHF Gradient, 13, 2.073674, 42.26
4,A100,RIHF Gradient, 14, 2.631698, 44.47
4,A100,RIHF Gradient, 15, 3.186868, 48.09
4,A100,RIHF + RIMP2 Energy, 1, 0.036411, 0.2751
4,A100,RIHF + RIMP2 Energy, 2, 0.065196, 1.63
4,A100,RIHF + RIMP2 Energy, 3, 0.099334, 4.843
4,A100,RIHF + RIMP2 Energy, 4, 0.152724, 9.716
4,A100,RIHF + RIMP2 Energy, 5, 0.244346, 14.96
4,A100,RIHF + RIMP2 Energy, 6, 0.377209, 20.6
4,A100,RIHF + RIMP2 Energy, 7, 0.568928, 26.14
4,A100,RIHF + RIMP2 Energy, 8, 0.856638, 30.72
4,A100,RIHF + RIMP2 Energy, 9, 1.184044, 36.96
4,A100,RIHF + RIMP2 Energy, 10, 1.764206, 39.3
4,A100,RIHF + RIMP2 Energy, 11, 2.425084, 43.49
4,A100,RIHF + RIMP2 Energy, 12, 3.294395, 47.1
4,A100,RIHF + RIMP2 Energy, 13, 4.540834, 48.85
4,A100,RIHF + RIMP2 Energy, 14, 6.188542, 50.0
4,A100,RIHF + RIMP2 Energy, 15, 7.980104, 52.62
4,A100,RIHF + RIMP2 Gradient, 1, 0.1306, 0.2475
4,A100,RIHF + RIMP2 Gradient, 2, 0.125331, 2.731
4,A100,RIHF + RIMP2 Gradient, 3, 0.187849, 8.468
4,A100,RIHF + RIMP2 Gradient, 4, 0.335186, 14.85
4,A100,RIHF + RIMP2 Gradient, 5, 0.547455, 22.61
4,A100,RIHF + RIMP2 Gradient, 6, 0.865297, 30.62
4,A100,RIHF + RIMP2 Gradient, 7, 1.401766, 36.42
4,A100,RIHF + RIMP2 Gradient, 8, 2.193834, 41.41
4,A100,RIHF + RIMP2 Gradient, 9, 3.388241, 44.84
4,A100,RIHF + RIMP2 Gradient, 10, 5.136628, 47.07
4,A100,RIHF + RIMP2 Gradient, 11, 7.209666, 51.24
4,A100,RIHF + RIMP2 Gradient, 12, 10.12697, 53.86
4,A100,RIHF + RIMP2 Gradient, 13, 14.362688, 54.49
4,A100,RIHF + RIMP2 Gradient, 14, 19.914764, 54.98
4,A100,RIHF + RIMP2 Gradient, 15, 26.344899, 56.92
4,A100,RIMP2 Energy, 1, 0.10357, 0.02623
4,A100,RIMP2 Energy, 2, 0.144418, 0.2388
4,A100,RIMP2 Energy, 3, 0.185579, 0.9789
4,A100,RIMP2 Energy, 4, 0.284254, 2.211
4,A100,RIMP2 Energy, 5, 0.419536, 4.033
4,A100,RIMP2 Energy, 6, 0.594301, 6.506
4,A100,RIMP2 Energy, 7, 0.831961, 9.44
4,A100,RIMP2 Energy, 8, 1.146223, 12.74
4,A100,RIMP2 Energy, 9, 1.508055, 16.8
4,A100,RIMP2 Energy, 10, 2.036524, 20.45
4,A100,RIMP2 Energy, 11, 2.666781, 24.53
4,A100,RIMP2 Energy, 12, 3.488271, 28.37
4,A100,RIMP2 Energy, 13, 4.587534, 31.62
4,A100,RIMP2 Energy, 14, 5.99167, 34.53
4,A100,RIMP2 Energy, 15, 7.624736, 37.81
4,A100,RIMP2 Gradient, 1, 0.572126, 0.02458
4,A100,RIMP2 Gradient, 2, 0.366581, 0.4484
4,A100,RIMP2 Gradient, 3, 0.535951, 1.58
4,A100,RIMP2 Gradient, 4, 0.900761, 3.141
4,A100,RIMP2 Gradient, 5, 1.380698, 5.389
4,A100,RIMP2 Gradient, 6, 1.949839, 8.549
4,A100,RIMP2 Gradient, 7, 2.798125, 11.93
4,A100,RIMP2 Gradient, 8, 3.937225, 15.58
4,A100,RIMP2 Gradient, 9, 5.284801, 19.96
4,A100,RIMP2 Gradient, 10, 7.132896, 24.11
4,A100,RIMP2 Gradient, 11, 9.334169, 28.75
4,A100,RIMP2 Gradient, 12, 12.31939, 32.77
4,A100,RIMP2 Gradient, 13, 16.504966, 35.68
4,A100,RIMP2 Gradient, 14, 21.346447, 39.18
4,A100,RIMP2 Gradient, 15, 27.967455, 41.5
4,MI250,HF Energy, 1, 0.227948, 0.0005196
4,MI250,HF Energy, 2, 0.390077, 0.001812
4,MI250,HF Energy, 3, 0.429932, 0.004769
4,MI250,HF Energy, 4, 0.567155, 0.00792
4,MI250,HF Energy, 5, 0.731695, 0.01142
4,MI250,HF Energy, 6, 0.997613, 0.01401
4,MI250,HF Energy, 7, 1.249976, 0.01735
4,MI250,HF Energy, 8, 1.567508, 0.02029
4,MI250,HF Energy, 9, 2.018993, 0.02212
4,MI250,HF Energy, 10, 2.208673, 0.02742
4,MI250,HF Energy, 11, 2.5715, 0.03106
4,MI250,HF Energy, 12, 3.061856, 0.03361
4,MI250,HF Energy, 13, 3.499521, 0.03715
4,MI250,HF Energy, 14, 3.898267, 0.04142
4,MI250,HF Energy, 15, 4.417361, 0.04474
4,MI250,RIHF Energy, 1, 0.049209, 0.1507
4,MI250,RIHF Energy, 2, 0.141652, 0.5119
4,MI250,RIHF Energy, 3, 0.198308, 1.52
4,MI250,RIHF Energy, 4, 0.302937, 2.839
4,MI250,RIHF Energy, 5, 0.462135, 4.267
4,MI250,RIHF Energy, 6, 0.670633, 5.844
4,MI250,RIHF Energy, 7, 0.819249, 8.596
4,MI250,RIHF Energy, 8, 1.071221, 10.96
4,MI250,RIHF Energy, 9, 1.380809, 13.38
4,MI250,RIHF Energy, 10, 1.540949, 18.01
4,MI250,RIHF Energy, 11, 1.951404, 20.57
4,MI250,RIHF Energy, 12, 2.376141, 23.69
4,MI250,RIHF Energy, 13, 2.920197, 26.33
4,MI250,RIHF Energy, 14, 3.451565, 29.75
4,MI250,RIHF Energy, 15, 4.369258, 30.77
4,MI250,RIHF Gradient, 1, 0.114324, 0.07428
4,MI250,RIHF Gradient, 2, 0.23128, 0.3571
4,MI250,RIHF Gradient, 3, 0.304399, 1.128
4,MI250,RIHF Gradient, 4, 0.432396, 2.266
4,MI250,RIHF Gradient, 5, 0.602292, 3.73
4,MI250,RIHF Gradient, 6, 0.847692, 5.268
4,MI250,RIHF Gradient, 7, 1.018377, 7.881
4,MI250,RIHF Gradient, 8, 1.316618, 10.16
4,MI250,RIHF Gradient, 9, 1.762486, 11.94
4,MI250,RIHF Gradient, 10, 1.978223, 15.99
4,MI250,RIHF Gradient, 11, 2.463262, 18.57
4,MI250,RIHF Gradient, 12, 2.970477, 21.6
4,MI250,RIHF Gradient, 13, 3.564676, 24.58
4,MI250,RIHF Gradient, 14, 4.320485, 27.08
4,MI250,RIHF Gradient, 15, 5.223039, 29.34
4,MI250,RIHF + RIMP2 Energy, 1, 0.057038, 0.1756
4,MI250,RIHF + RIMP2 Energy, 2, 0.158739, 0.6697
4,MI250,RIHF + RIMP2 Energy, 3, 0.235354, 2.044
4,MI250,RIHF + RIMP2 Energy, 4, 0.373892, 3.969
4,MI250,RIHF + RIMP2 Energy, 5, 0.57827, 6.322
4,MI250,RIHF + RIMP2 Energy, 6, 0.873383, 8.898
4,MI250,RIHF + RIMP2 Energy, 7, 1.150071, 12.93
4,MI250,RIHF + RIMP2 Energy, 8, 1.557577, 16.89
4,MI250,RIHF + RIMP2 Energy, 9, 2.154912, 20.31
4,MI250,RIHF + RIMP2 Energy, 10, 2.695697, 25.72
4,MI250,RIHF + RIMP2 Energy, 11, 3.635809, 29.01
4,MI250,RIHF + RIMP2 Energy, 12, 4.603949, 33.7
4,MI250,RIHF + RIMP2 Energy, 13, 6.881769, 32.23
4,MI250,RIHF + RIMP2 Energy, 14, 8.080293, 38.17
4,MI250,RIHF + RIMP2 Energy, 15, 10.208562, 40.38
4,MI250,RIHF + RIMP2 Gradient, 1, 0.141935, 0.2277
4,MI250,RIHF + RIMP2 Gradient, 2, 0.289986, 1.18
4,MI250,RIHF + RIMP2 Gradient, 3, 0.503639, 3.158
4,MI250,RIHF + RIMP2 Gradient, 4, 0.914103, 5.447
4,MI250,RIHF + RIMP2 Gradient, 5, 1.522984, 8.129
4,MI250,RIHF + RIMP2 Gradient, 6, 2.579963, 10.27
4,MI250,RIHF + RIMP2 Gradient, 7, 3.473513, 14.7
4,MI250,RIHF + RIMP2 Gradient, 8, 4.64071, 19.57
4,MI250,RIHF + RIMP2 Gradient, 9, 6.499592, 23.38
4,MI250,RIHF + RIMP2 Gradient, 10, 8.889115, 27.2
4,MI250,RIHF + RIMP2 Gradient, 11, 11.872189, 31.11
4,MI250,RIHF + RIMP2 Gradient, 12, 15.715963, 34.71
4,MI250,RIHF + RIMP2 Gradient, 13, 22.221376, 35.22
4,MI250,RIHF + RIMP2 Gradient, 14, 28.162843, 38.88
4,MI250,RIHF + RIMP2 Gradient, 15, 36.211639, 41.64
4,MI250,RIMP2 Energy, 1, 0.188105, 0.01444
4,MI250,RIMP2 Energy, 2, 0.316338, 0.109
4,MI250,RIMP2 Energy, 3, 0.421855, 0.4306
4,MI250,RIMP2 Energy, 4, 0.618808, 1.016
4,MI250,RIMP2 Energy, 5, 0.839252, 2.016
4,MI250,RIMP2 Energy, 6, 1.196636, 3.231
4,MI250,RIMP2 Energy, 7, 1.574337, 4.988
4,MI250,RIMP2 Energy, 8, 2.054579, 7.108
4,MI250,RIMP2 Energy, 9, 2.774922, 9.132
4,MI250,RIMP2 Energy, 10, 3.285936, 12.67
4,MI250,RIMP2 Energy, 11, 4.172646, 15.68
4,MI250,RIMP2 Energy, 12, 5.247085, 18.86
4,MI250,RIMP2 Energy, 13, 7.422868, 19.54
4,MI250,RIMP2 Energy, 14, 8.297614, 24.94
4,MI250,RIMP2 Energy, 15, 10.65167, 26.82
4,V100,HF Energy, 1, 0.201129, 0.0005889
4,V100,HF Energy, 2, 0.166227, 0.004253
4,V100,HF Energy, 3, 0.232874, 0.008804
4,V100,HF Energy, 4, 0.364781, 0.01231
4,V100,HF Energy, 5, 0.52926, 0.01579
4,V100,HF Energy, 6, 0.718467, 0.01946
4,V100,HF Energy, 7, 0.95434, 0.02272
4,V100,HF Energy, 8, 1.233395, 0.02578
4,V100,HF Energy, 9, 1.444493, 0.03091
4,V100,HF Energy, 10, 1.733269, 0.03494
4,V100,HF Energy, 11, 2.069169, 0.03861
4,V100,HF Energy, 12, 2.435962, 0.04225
4,V100,HF Energy, 13, 2.852592, 0.04557
4,V100,HF Energy, 14, 3.285084, 0.04915
4,V100,HF Energy, 15, 3.746862, 0.05275
4,V100,HF Gradient, 1, 0.833175, 0.000146
4,V100,HF Gradient, 2, 0.229949, 0.003149
4,V100,HF Gradient, 3, 0.372514, 0.005638
4,V100,HF Gradient, 4, 0.729361, 0.006309
4,V100,HF Gradient, 5, 0.910005, 0.009411
4,V100,HF Gradient, 6, 1.239436, 0.01156
4,V100,HF Gradient, 7, 1.642433, 0.01353
4,V100,HF Gradient, 8, 2.124255, 0.01534
4,V100,HF Gradient, 9, 2.473032, 0.0185
4,V100,HF Gradient, 10, 2.965819, 0.02092
4,V100,HF Gradient, 11, 3.538438, 0.02313
4,V100,HF Gradient, 12, 4.176046, 0.02525
4,V100,HF Gradient, 13, 4.848037, 0.02748
4,V100,HF Gradient, 14, 5.553453, 0.02979
4,V100,HF Gradient, 15, 6.322125, 0.03203
4,V100,RIHF Energy, 1, 0.034082, 0.2176
4,V100,RIHF Energy, 2, 0.066153, 1.096
4,V100,RIHF Energy, 3, 0.109238, 2.759
4,V100,RIHF Energy, 4, 0.188751, 4.556
4,V100,RIHF Energy, 5, 0.292256, 6.747
4,V100,RIHF Energy, 6, 0.445591, 8.795
4,V100,RIHF Energy, 7, 0.656645, 10.72
4,V100,RIHF Energy, 8, 0.924038, 12.71
4,V100,RIHF Energy, 9, 1.344742, 13.73
4,V100,RIHF Energy, 10, 1.930576, 14.37
4,V100,RIHF Energy, 11, 2.555273, 15.71
4,V100,RIHF Energy, 12, 3.465459, 16.24
4,V100,RIHF Energy, 13, 4.515307, 17.03
4,V100,RIHF Gradient, 1, 0.061671, 0.1377
4,V100,RIHF Gradient, 2, 0.095135, 0.8682
4,V100,RIHF Gradient, 3, 0.149016, 2.304
4,V100,RIHF Gradient, 4, 0.236557, 4.142
4,V100,RIHF Gradient, 5, 0.360368, 6.235
4,V100,RIHF Gradient, 6, 0.537916, 8.302
4,V100,RIHF Gradient, 7, 0.795074, 10.09
4,V100,RIHF Gradient, 8, 1.105466, 12.1
4,V100,RIHF Gradient, 9, 1.616922, 13.02
4,V100,RIHF Gradient, 10, 2.285805, 13.83
4,V100,RIHF Gradient, 11, 3.00005, 15.25
4,V100,RIHF Gradient, 12, 4.011672, 15.99
4,V100,RIHF Gradient, 13, 5.249884, 16.69
4,V100,RIHF + RIMP2 Energy, 1, 0.043367, 0.2309
4,V100,RIHF + RIMP2 Energy, 2, 0.089873, 1.183
4,V100,RIHF + RIMP2 Energy, 3, 0.15504, 3.103
4,V100,RIHF + RIMP2 Energy, 4, 0.279224, 5.314
4,V100,RIHF + RIMP2 Energy, 5, 0.480913, 7.601
4,V100,RIHF + RIMP2 Energy, 6, 0.788782, 9.853
4,V100,RIHF + RIMP2 Energy, 7, 1.375863, 10.81
4,V100,RIHF + RIMP2 Energy, 8, 2.174651, 12.1
4,V100,RIHF + RIMP2 Energy, 9, 3.52957, 12.4
4,V100,RIHF + RIMP2 Energy, 10, 5.375818, 12.9
4,V100,RIHF + RIMP2 Energy, 11, 7.884437, 13.38
4,V100,RIHF + RIMP2 Energy, 12, 10.513252, 14.48
4,V100,RIHF + RIMP2 Energy, 13, 14.464241, 14.74
4,V100,RIHF + RIMP2 Gradient, 1, 0.081082, 0.3987
4,V100,RIHF + RIMP2 Gradient, 2, 0.159124, 2.151
4,V100,RIHF + RIMP2 Gradient, 3, 0.35426, 4.49
4,V100,RIHF + RIMP2 Gradient, 4, 0.698193, 7.131
4,V100,RIHF + RIMP2 Gradient, 5, 1.284929, 9.634
4,V100,RIHF + RIMP2 Gradient, 6, 2.187472, 12.11
4,V100,RIHF + RIMP2 Gradient, 7, 3.674352, 13.89
4,V100,RIHF + RIMP2 Gradient, 8, 5.942105, 15.29
4,V100,RIHF + RIMP2 Gradient, 9, 10.099661, 15.04
4,V100,RIHF + RIMP2 Gradient, 10, 15.417919, 15.68
4,V100,RIHF + RIMP2 Gradient, 11, 23.31932, 15.84
4,V100,RIHF + RIMP2 Gradient, 12, 34.355729, 15.88
4,V100,RIHF + RIMP2 Gradient, 13, 50.131924, 15.73
4,V100,RIMP2 Energy, 1, 0.180724, 0.01503
4,V100,RIMP2 Energy, 2, 0.17005, 0.2028
4,V100,RIMP2 Energy, 3, 0.267657, 0.6787
4,V100,RIMP2 Energy, 4, 0.521638, 1.205
4,V100,RIMP2 Energy, 5, 0.706951, 2.394
4,V100,RIMP2 Energy, 6, 1.077858, 3.587
4,V100,RIMP2 Energy, 7, 1.68201, 4.669
4,V100,RIMP2 Energy, 8, 2.481134, 5.886
4,V100,RIMP2 Energy, 9, 3.621611, 6.997
4,V100,RIMP2 Energy, 10, 5.183178, 8.034
4,V100,RIMP2 Energy, 11, 7.398004, 8.842
4,V100,RIMP2 Energy, 12, 10.361839, 9.552
4,V100,RIMP2 Energy, 13, 10.62246, 13.24
4,V100,RIMP2 Energy, 14, 13.68933, 14.39
4,V100,RIMP2 Energy, 15, 18.624444, 14.5
4,V100,RIMP2 Gradient, 1, 0.506424, 0.02777
4,V100,RIMP2 Gradient, 2, 0.465538, 0.3531
4,V100,RIMP2 Gradient, 3, 0.863328, 0.981
4,V100,RIMP2 Gradient, 4, 1.592578, 1.777
4,V100,RIMP2 Gradient, 5, 2.777427, 2.679
4,V100,RIMP2 Gradient, 6, 3.900889, 4.273
4,V100,RIMP2 Gradient, 7, 5.827671, 5.727
4,V100,RIMP2 Gradient, 8, 8.476923, 7.236
4,V100,RIMP2 Gradient, 9, 12.354514, 8.538
4,V100,RIMP2 Gradient, 10, 17.241309, 9.975
4,V100,RIMP2 Gradient, 11, 24.857189, 10.8
4,V100,RIMP2 Gradient, 12, 34.899824, 11.66
4,V100,RIMP2 Gradient, 13, 49.674252, 11.98
4,V100,RIMP2 Gradient, 14, 67.067563, 12.74
4,V100,RIMP2 Gradient, 15, 89.385684, 13.39
5,MI250,HF Energy, 1, 0.205848, 0.0005757
5,MI250,HF Energy, 2, 0.363341, 0.001947
5,MI250,HF Energy, 3, 0.38991, 0.00526
5,MI250,HF Energy, 4, 0.509248, 0.008822
5,MI250,HF Energy, 5, 0.660711, 0.01265
5,MI250,HF Energy, 6, 0.916159, 0.01526
5,MI250,HF Energy, 7, 1.12498, 0.01928
5,MI250,HF Energy, 8, 1.402341, 0.02268
5,MI250,HF Energy, 9, 1.801383, 0.02479
5,MI250,HF Energy, 10, 1.963259, 0.03085
5,MI250,HF Energy, 11, 2.288435, 0.03491
5,MI250,HF Energy, 12, 2.707133, 0.03802
5,MI250,HF Energy, 13, 3.105468, 0.04187
5,MI250,HF Energy, 14, 3.44408, 0.04689
5,MI250,HF Energy, 15, 3.908197, 0.05057
5,MI250,RIHF Energy, 1, 0.049229, 0.1507
5,MI250,RIHF Energy, 2, 0.144921, 0.5004
5,MI250,RIHF Energy, 3, 0.197753, 1.524
5,MI250,RIHF Energy, 4, 0.297559, 2.89
5,MI250,RIHF Energy, 5, 0.430332, 4.582
5,MI250,RIHF Energy, 6, 0.624956, 6.271
5,MI250,RIHF Energy, 7, 0.817438, 8.615
5,MI250,RIHF Energy, 8, 1.009228, 11.63
5,MI250,RIHF Energy, 9, 1.304803, 14.16
5,MI250,RIHF Energy, 10, 1.486409, 18.67
5,MI250,RIHF Energy, 11, 1.803043, 22.26
5,MI250,RIHF Energy, 12, 2.268739, 24.81
5,MI250,RIHF Energy, 13, 2.61264, 29.43
5,MI250,RIHF Energy, 14, 3.264597, 31.45
5,MI250,RIHF Energy, 15, 3.925692, 34.25
5,MI250,RIHF Gradient, 1, 0.11265, 0.07658
5,MI250,RIHF Gradient, 2, 0.225579, 0.3717
5,MI250,RIHF Gradient, 3, 0.309018, 1.128
5,MI250,RIHF Gradient, 4, 0.422001, 2.357
5,MI250,RIHF Gradient, 5, 0.576554, 3.957
5,MI250,RIHF Gradient, 6, 0.806829, 5.621
5,MI250,RIHF Gradient, 7, 1.036802, 7.86
5,MI250,RIHF Gradient, 8, 1.280433, 10.61
5,MI250,RIHF Gradient, 9, 1.699273, 12.58
5,MI250,RIHF Gradient, 10, 1.979984, 16.22
5,MI250,RIHF Gradient, 11, 2.360269, 19.68
5,MI250,RIHF Gradient, 12, 2.937704, 22.18
5,MI250,RIHF Gradient, 13, 3.300565, 26.96
5,MI250,RIHF Gradient, 14, 4.23858, 28.04
5,MI250,RIHF Gradient, 15, 4.910827, 31.69
5,MI250,RIHF + RIMP2 Energy, 1, 0.058771, 0.1695
5,MI250,RIHF + RIMP2 Energy, 2, 0.164614, 0.6405
5,MI250,RIHF + RIMP2 Energy, 3, 0.24295, 1.958
5,MI250,RIHF + RIMP2 Energy, 4, 0.370202, 3.955
5,MI250,RIHF + RIMP2 Energy, 5, 0.564968, 6.375
5,MI250,RIHF + RIMP2 Energy, 6, 0.842368, 9.075
5,MI250,RIHF + RIMP2 Energy, 7, 1.145903, 12.75
5,MI250,RIHF + RIMP2 Energy, 8, 1.459829, 17.68
5,MI250,RIHF + RIMP2 Energy, 9, 1.978087, 21.68
5,MI250,RIHF + RIMP2 Energy, 10, 2.430954, 27.91
5,MI250,RIHF + RIMP2 Energy, 11, 3.190102, 32.33
5,MI250,RIHF + RIMP2 Energy, 12, 4.092947, 37.04
5,MI250,RIHF + RIMP2 Energy, 13, 5.576421, 38.83
5,MI250,RIHF + RIMP2 Energy, 14, 7.014999, 43.03
5,MI250,RIHF + RIMP2 Energy, 15, 8.85367, 46.53
5,MI250,RIHF + RIMP2 Gradient, 1, 0.143114, 0.2347
5,MI250,RIHF + RIMP2 Gradient, 2, 0.301329, 1.204
5,MI250,RIHF + RIMP2 Gradient, 3, 0.522822, 3.165
5,MI250,RIHF + RIMP2 Gradient, 4, 0.961448, 5.422
5,MI250,RIHF + RIMP2 Gradient, 5, 1.588931, 8.04
5,MI250,RIHF + RIMP2 Gradient, 6, 2.661369, 10.35
5,MI250,RIHF + RIMP2 Gradient, 7, 3.919935, 13.5
5,MI250,RIHF + RIMP2 Gradient, 8, 4.839824, 19.38
5,MI250,RIHF + RIMP2 Gradient, 9, 6.568621, 23.84
5,MI250,RIHF + RIMP2 Gradient, 10, 8.893719, 27.94
5,MI250,RIHF + RIMP2 Gradient, 11, 11.83946, 32.01
5,MI250,RIHF + RIMP2 Gradient, 12, 15.285253, 36.54
5,MI250,RIHF + RIMP2 Gradient, 13, 20.470549, 39.08
5,MI250,RIHF + RIMP2 Gradient, 14, 25.812464, 43.3
5,MI250,RIHF + RIMP2 Gradient, 15, 34.439812, 44.39
5,MI250,RIMP2 Energy, 1, 0.166834, 0.01598
5,MI250,RIMP2 Energy, 2, 0.286793, 0.1172
5,MI250,RIMP2 Energy, 3, 0.387393, 0.4554
5,MI250,RIMP2 Energy, 4, 0.568366, 1.071
5,MI250,RIMP2 Energy, 5, 0.78556, 2.086
5,MI250,RIMP2 Energy, 6, 1.102777, 3.391
5,MI250,RIMP2 Energy, 7, 1.43114, 5.302
5,MI250,RIMP2 Energy, 8, 1.842363, 7.652
5,MI250,RIMP2 Energy, 9, 2.456897, 9.955
5,MI250,RIMP2 Energy, 10, 2.852662, 14.08
5,MI250,RIMP2 Energy, 11, 3.626317, 17.39
5,MI250,RIMP2 Energy, 12, 4.476568, 21.31
5,MI250,RIMP2 Energy, 13, 6.056926, 23.08
5,MI250,RIMP2 Energy, 14, 7.235645, 27.55
5,MI250,RIMP2 Energy, 15, 8.762047, 31.69
6,MI250,HF Energy, 1, 0.201447, 0.0005887
6,MI250,HF Energy, 2, 0.343284, 0.002061
6,MI250,HF Energy, 3, 0.366136, 0.005603
6,MI250,HF Energy, 4, 0.472161, 0.009517
6,MI250,HF Energy, 5, 0.620592, 0.01347
6,MI250,HF Energy, 6, 0.852246, 0.01641
